"","date","cumTime","centerE","centerN"
"39",2009-02-07,483.699839999957,-0.422,-5.855
"40",2009-02-09,515.699999999895,-0.694,-4.451
"41",2009-02-09,523.699919999926,-0.301,-4.28
"42",2009-02-09,531.733199999901,-0.397,-4.394
"43",2009-02-10,555.699839999957,-0.372,-3.216
"44",2009-02-11,563.699999999895,1.695,-0.353
"45",2009-02-11,571.716479999945,2.441,0.542
"46",2009-02-11,579.7331999999,2.374,0.56
"47",2009-02-12,587.716559999913,2.363,0.56
"48",2009-02-12,595.716479999945,2.365,0.583
"49",2009-02-12,603.699839999957,2.445,0.542
"50",2009-02-13,611.699999999895,2.347,0.584
"51",2009-02-13,619.699919999926,2.345,0.579
"52",2009-02-13,627.699839999957,2.355,0.567
"53",2009-02-14,635.716559999913,2.376,0.558
"54",2009-02-14,643.716479999945,2.359,0.569
"55",2009-02-14,651.716639999882,2.346,0.572
"56",2009-02-15,659.716559999913,2.324,0.581
"57",2009-02-15,667.716479999945,2.347,0.582
"58",2009-02-15,675.716639999882,3.819,1.56
"59",2009-02-16,683.699999999895,3.601,0.316
"60",2009-02-16,691.699919999926,3.407,0.71
"61",2009-02-16,699.716639999882,5.308,1.392
"62",2009-02-17,707.699999999895,3.497,0.316
"63",2009-02-17,715.699919999926,3.749,0.642
"64",2009-02-17,723.716639999882,3.492,0.342
"65",2009-02-18,731.716559999913,3.507,0.335
"66",2009-02-18,747.7331999999,4.131,1.011
"67",2009-02-19,755.699999999895,3.505,0.321
"68",2009-02-19,763.699919999926,3.66,0.732
"69",2009-02-19,771.699839999957,3.659,0.724
"70",2009-02-20,779.716559999913,3.504,0.317
"71",2009-02-20,787.699919999926,3.53,0.904
"72",2009-02-20,795.699839999957,3.519,0.902
"73",2009-02-21,803.699999999895,3.45,0.751
"74",2009-02-21,811.699919999926,3.462,0.754
"75",2009-02-22,827.699999999895,3.441,0.765
"76",2009-02-22,835.699919999926,3.607,0.982
"77",2009-02-22,843.716639999882,3.573,0.954
"78",2009-02-23,851.699999999895,3.452,0.757
"79",2009-02-23,859.699919999926,3.616,0.977
"80",2009-02-24,875.699999999895,5.372,0.907
"81",2009-02-24,883.699919999926,6.309,1.535
"82",2009-02-24,891.716639999882,6.301,1.529
"83",2009-02-25,899.699999999895,4.875,0.796
"84",2009-02-25,907.699919999926,5.003,0.847
"85",2009-02-25,915.716639999882,4.967,0.845
"86",2009-02-26,923.699999999895,4.668,0.433
"87",2009-02-26,931.716479999945,5.09,0.981
"88",2009-02-26,939.716639999882,5.059,0.953
"89",2009-02-27,947.699999999895,4.669,0.433
"90",2009-03-01,995.699999999895,5.159,0.728
"91",2009-03-02,1019.6999999999,5.157,0.722
"92",2009-03-03,1043.6999999999,5.156,0.725
"93",2009-03-04,1067.6999999999,4.967,0.835
"94",2009-03-05,1091.6999999999,3.97,0.358
"95",2009-03-05,1099.69991999993,2.624,0.37
"96",2009-03-05,1107.71663999988,2.621,0.356
"97",2009-03-06,1115.6999999999,2.691,0.387
"98",2009-03-06,1123.69991999993,3.623,0.97
"99",2009-03-07,1139.6999999999,2.87,0.364
"100",2009-03-07,1147.69991999993,2.713,0.525
"101",2009-03-08,1163.6999999999,2.695,0.394
"102",2009-03-08,1171.73327999987,3.642,0.948
"103",2009-03-08,1179.71663999988,3.912,-0.261
"104",2009-03-09,1187.6999999999,3.194,0.326
"105",2009-03-09,1195.69991999993,3.144,0.435
"106",2009-03-09,1203.71663999988,3.15,0.429
"107",2009-03-10,1211.6999999999,3.246,0.333
"108",2009-03-10,1219.69991999993,3.625,0.985
"109",2009-03-10,1227.71663999988,3.644,0.799
"110",2009-03-11,1235.71655999991,3.197,0.324
"111",2009-03-11,1243.69991999993,3.552,0.732
"112",2009-03-11,1251.69983999996,3.545,0.755
"113",2009-03-12,1259.6999999999,3.204,0.304
"114",2009-03-12,1267.71647999994,3.813,0.91
"115",2009-03-12,1275.7331999999,3.874,0.974
"116",2009-03-13,1283.6999999999,2.856,0.21
"117",2009-03-13,1291.69991999993,2.567,0.327
"118",2009-03-13,1299.71663999988,2.686,0.23
"119",2009-03-14,1307.6999999999,2.86,0.226
"120",2009-03-14,1315.69991999993,2.688,0.218
"121",2009-03-14,1323.7331999999,2.679,0.216
"122",2009-03-15,1331.6999999999,2.858,0.222
"123",2009-03-15,1339.69991999993,2.978,0.439
"124",2009-03-16,1355.6999999999,2.877,0.211
"125",2009-03-17,1379.71655999991,4.49,0.695
"126",2009-03-18,1403.6999999999,4.944,0.814
"127",2009-03-18,1411.71647999994,5.198,0.861
"128",2009-03-19,1427.71655999991,4.876,1.088
"129",2009-03-20,1451.6999999999,4.873,1.098
"130",2009-03-21,1475.71655999991,6.389,1.388
"131",2009-03-21,1483.71647999994,6.494,1.402
"132",2009-03-21,1491.71663999988,6.476,1.46
"133",2009-03-22,1499.71655999991,8.22,0.452
"134",2009-03-22,1507.69991999993,6.554,1.701
"135",2009-03-22,1515.71663999988,7.074,3.124
"136",2009-03-23,1523.6999999999,6.382,2.078
"137",2009-03-23,1531.69991999993,6.511,1.696
"138",2009-03-24,1547.6999999999,3.156,0.315
"139",2009-03-25,1571.71655999991,4.007,0.366
"140",2009-03-26,1595.71655999991,2.284,0.243
"141",2009-03-27,1619.71655999991,5.168,0.933
"142",2009-03-28,1643.6999999999,4.277,0.728
"143",2009-03-29,1667.71655999991,4.25,0.756
"144",2009-03-30,1691.73336000001,4.267,0.72
"145",2009-03-30,1699.69991999993,4.273,0.763
"146",2009-03-31,1715.6999999999,4.264,0.764
"147",2009-03-31,1723.69991999993,4.299,0.924
"148",2009-03-31,1731.7331999999,4.266,0.757
"149",2009-04-01,1739.73336000001,4.262,0.757
"150",2009-04-01,1747.69991999993,4.257,0.718
"151",2009-04-01,1755.7331999999,4.396,1.129
"152",2009-04-02,1763.6999999999,4.331,0.709
"153",2009-04-02,1771.71647999994,4.273,0.711
"154",2009-04-02,1779.71663999988,3.651,1.055
"155",2009-04-03,1787.71655999991,4.268,0.717
"156",2009-04-03,1795.73327999987,4.253,1.091
"157",2009-04-03,1803.71663999988,4.153,1.431
"158",2009-04-04,1811.73336000001,4.271,0.723
"159",2009-04-04,1819.69991999993,4.268,0.72
"160",2009-04-04,1827.71663999988,4.089,1.319
"161",2009-04-05,1835.6999999999,3.928,0.402
"162",2009-04-05,1843.73327999987,5.204,0.961
"163",2009-04-06,1859.6999999999,5.371,0.807
"164",2009-04-07,1883.6999999999,5.35,0.844
"165",2009-04-08,1907.6999999999,5.36,0.822
"166",2009-04-09,1931.74991999986,5.09,0.928
"167",2009-04-09,1947.71663999988,5.204,0.942
"168",2009-04-10,1955.6999999999,6.357,1.566
"169",2009-04-10,1963.69991999993,6.386,1.917
"170",2009-04-10,1971.7331999999,6.496,1.899
"171",2009-04-11,1979.6999999999,7.958,0.438
"172",2009-04-11,1987.71647999994,10.329,-1.049
"173",2009-04-11,1995.7331999999,10.353,-1.07
"174",2009-04-12,2003.6999999999,9.118,-3.686
"175",2009-04-12,2011.71647999994,9.289,-5.179
"176",2009-04-12,2019.7331999999,8.853,-5.484
"177",2009-04-13,2027.6999999999,9.398,-3.638
"178",2009-04-13,2035.71647999994,9.098,-3.649
"179",2009-04-13,2043.69983999996,9.113,-3.72
"180",2009-04-14,2051.6999999999,7.16,-1.532
"181",2009-04-14,2059.69991999993,7.119,-1.795
"182",2009-04-14,2067.71663999988,6.961,-2.384
"183",2009-04-15,2075.6999999999,7.167,-1.53
"184",2009-04-15,2083.73327999987,7.107,-1.833
"185",2009-04-15,2091.71663999988,7.164,-1.531
"186",2009-04-16,2099.6999999999,7.17,-1.529
"187",2009-04-16,2107.69991999993,7.172,-1.526
"188",2009-04-16,2115.7331999999,7.162,-1.546
"189",2009-04-17,2123.6999999999,6.63,-1.06
"190",2009-04-17,2131.69991999993,6.177,-1.315
"191",2009-04-17,2139.69983999996,6.167,-1.321
"192",2009-04-18,2147.71655999991,6.415,-0.929
"193",2009-04-18,2155.69991999993,5.805,-0.595
"194",2009-04-18,2163.71663999988,6.033,-0.464
"195",2009-04-19,2171.73336000001,6.068,-0.408
"196",2009-04-19,2179.69991999993,5.694,-0.797
"197",2009-04-19,2187.7331999999,5.708,-0.782
"198",2009-04-20,2195.6999999999,3.662,-1.063
"199",2009-04-20,2203.69991999993,1.481,0.91
"200",2009-04-20,2211.71663999988,1.515,0.884
"201",2009-04-21,2219.71655999991,2.995,0
"202",2009-04-21,2227.69991999993,3.392,0.48
"203",2009-04-21,2235.71663999988,3.358,0.494
"204",2009-04-22,2243.71655999991,3.285,0.787
"205",2009-04-22,2251.71647999994,3.674,0.984
"206",2009-04-22,2259.71663999988,3.601,1.126
"207",2009-04-23,2267.6999999999,2.492,-0.185
"208",2009-04-23,2275.69991999993,2.359,0.194
"209",2009-04-23,2283.69983999996,2.352,0.211
"210",2009-04-24,2291.6999999999,1.005,1.061
"211",2009-04-24,2299.69991999993,0.908,1.559
"212",2009-04-24,2307.7331999999,1.589,0.8
"213",2009-04-25,2315.6999999999,2.018,0.301
"214",2009-04-25,2323.69991999993,2.351,0.234
"215",2009-04-25,2331.71663999988,2.366,0.223
"216",2009-04-26,2339.71655999991,1.985,-0.144
"217",2009-04-26,2347.69991999993,2.27,0.561
"218",2009-04-26,2355.71663999988,2.269,0.599
"219",2009-04-27,2363.6999999999,1.411,0.134
"220",2009-04-27,2371.71647999994,1.468,0.896
"221",2009-04-27,2379.71663999988,1.514,0.85
"222",2009-04-28,2387.6999999999,0.932,3.598
"223",2009-04-28,2395.69991999993,0.857,3.552
"224",2009-04-28,2403.71663999988,1.418,3.587
"225",2009-04-29,2411.71655999991,0.468,1.163
"226",2009-04-29,2419.71647999994,0.462,1.172
"227",2009-04-29,2427.69983999996,0.292,1.235
"228",2009-04-30,2435.6999999999,0.333,2.219
"229",2009-04-30,2443.69991999993,0.199,1.248
"230",2009-04-30,2451.69983999996,0.202,1.276
"231",2009-05-01,2459.6999999999,0.366,1.55
"232",2009-05-01,2467.71647999994,0.314,1.259
"233",2009-05-01,2475.71663999988,0.3,1.248
"234",2009-05-02,2483.6999999999,0.326,1.241
"235",2009-05-02,2491.69991999993,0.208,1.246
"236",2009-05-02,2499.7331999999,0.416,1.184
"237",2009-05-03,2507.6999999999,2.649,0.32
"238",2009-05-03,2515.71647999994,3.694,0.99
"239",2009-05-03,2523.69983999996,3.358,1.05
"240",2009-05-04,2531.6999999999,-0.648,-1.263
"241",2009-05-04,2539.69991999993,-0.648,-1.196
"242",2009-05-04,2547.71663999988,-0.649,-1.201
"243",2009-05-05,2555.6999999999,-0.756,-0.816
"244",2009-05-05,2563.71647999994,-1.323,-1.543
"245",2009-05-05,2571.7331999999,-1.385,-1.586
"246",2009-05-06,2579.71655999991,-1.311,-1.601
"247",2009-05-06,2587.69991999993,-1.36,-1.582
"248",2009-05-06,2595.71663999988,-1.351,-1.575
"249",2009-05-07,2603.6999999999,-1.311,-1.633
"250",2009-05-07,2611.71647999994,-1.338,-1.547
"251",2009-05-07,2619.71663999988,-0.962,-1.376
"252",2009-05-08,2627.71655999991,-1.276,-1.598
"253",2009-05-08,2635.71647999994,-1.277,-1.568
"254",2009-05-08,2643.7331999999,-1.107,-1.464
"255",2009-05-09,2651.71655999991,-1.276,-1.613
"256",2009-05-09,2659.71647999994,-0.998,-2.041
"257",2009-05-09,2667.69983999996,-1.078,-2.038
"258",2009-05-10,2675.6999999999,-1.302,-1.609
"259",2009-05-10,2683.71647999994,-1.271,-1.589
"260",2009-05-11,2699.71655999991,-0.075,-1.624
"261",2009-05-11,2707.69991999993,0.476,-1.607
"262",2009-05-11,2715.7331999999,0.308,-1.674
"263",2009-05-12,2723.73336000001,-0.156,-1.532
"264",2009-05-12,2731.69991999993,-0.143,-0.619
"265",2009-05-12,2739.7331999999,-0.183,-0.725
"266",2009-05-13,2747.6999999999,-0.244,-0.729
"267",2009-05-13,2763.69983999996,0.089,-1.195
"268",2009-05-14,2771.6999999999,-0.248,-0.731
"269",2009-05-14,2779.69991999993,-0.003,-0.857
"270",2009-05-14,2787.71663999988,0.378,-1.282
"271",2009-05-15,2795.71655999991,-0.241,-0.74
"272",2009-05-15,2803.69991999993,0.834,-1.254
"273",2009-05-15,2811.69983999996,0.835,-1.284
"274",2009-05-16,2819.71655999991,-0.25,-0.748
"275",2009-05-16,2835.69983999996,1.074,-1.411
"276",2009-05-17,2843.6999999999,-0.236,-0.732
"277",2009-05-17,2851.69991999993,-0.681,-2.105
"278",2009-05-17,2859.71663999988,-0.697,-2.109
"279",2009-05-18,2867.6999999999,-0.647,-2.921
"280",2009-05-18,2875.69991999993,-0.913,-2.289
"281",2009-05-18,2883.69983999996,-0.895,-2.277
"282",2009-05-19,2891.6999999999,-0.244,-0.733
"283",2009-05-19,2899.69991999993,1.411,-1.174
"284",2009-05-19,2907.69983999996,1.417,-1.192
"285",2009-05-20,2915.71655999991,3.969,-1.102
"286",2009-05-20,2923.71647999994,5.71,-3.13
"287",2009-05-20,2931.71663999988,7.306,-3.353
"288",2009-05-21,2939.71655999991,7.724,-2.788
"289",2009-05-21,2947.69991999993,7.381,-2.982
"290",2009-05-21,2955.69983999996,7.372,-2.965
"291",2009-05-22,2963.71655999991,7.747,-2.747
"292",2009-05-22,2971.69991999993,8.532,-4.212
"293",2009-05-22,2979.69983999996,8.829,-3.626
"294",2009-05-23,2987.71655999991,12.136,-5.354
"295",2009-05-23,2995.69991999993,10.204,-5.694
"296",2009-05-23,3003.71663999988,9.756,-4.568
"297",2009-05-24,3011.71655999991,7.991,-6.63
"298",2009-05-24,3019.71647999994,6.729,-7.51
"299",2009-05-24,3027.69983999996,6.006,-7.899
"300",2009-05-25,3043.71647999994,8.417,-6.745
"301",2009-05-25,3051.69983999996,10.194,-6.787
"302",2009-05-26,3059.6999999999,9.998,-6.757
"303",2009-05-26,3067.71647999994,10.031,-6.75
"304",2009-05-26,3075.71663999988,9.957,-6.775
"305",2009-05-27,3083.71655999991,10.033,-6.753
"306",2009-05-27,3091.71647999994,10.018,-6.696
"307",2009-05-27,3099.69983999996,10.01,-6.758
"308",2009-05-28,3107.71655999991,10.028,-6.725
"309",2009-05-28,3123.69983999996,9.974,-6.773
"310",2009-05-29,3131.73336000001,10.025,-6.742
"311",2009-05-29,3139.73327999987,9.815,-6.812
"312",2009-05-29,3147.69983999996,9.995,-6.793
"313",2009-05-30,3155.71655999991,9.538,-6.429
"314",2009-05-30,3163.69991999993,8.699,-7.329
"315",2009-05-30,3171.69983999996,11.845,-6.836
"316",2009-05-31,3179.6999999999,9.941,-6.714
"317",2009-05-31,3187.71647999994,8.389,-6.668
"318",2009-05-31,3195.71663999988,7.41,-7.179
"319",2009-06-01,3203.6999999999,6.852,-7.393
"320",2009-06-01,3211.69991999993,4.387,-5.828
"321",2009-06-01,3219.69983999996,4.27,-5.745
"322",2009-06-02,3227.71655999991,3.314,-2.581
"323",2009-06-02,3235.73327999987,4.136,-1.885
"324",2009-06-02,3243.69983999996,4.031,-6.09
"325",2009-06-03,3267.71663999988,6.806,-2.383
"326",2009-06-04,3283.71647999994,6.56,-1.964
"327",2009-06-04,3291.69983999996,5.704,-1.274
"328",2009-06-05,3299.73336000001,6.372,-0.836
"329",2009-06-05,3307.69991999993,6.139,-2.156
"330",2009-06-05,3315.69983999996,6.055,-2.644
"331",2009-06-06,3323.71655999991,6.019,-2.683
"332",2009-06-06,3331.69991999993,6.028,-2.683
"333",2009-06-06,3339.71663999988,5.951,-2.703
"334",2009-06-07,3347.71655999991,6.039,-2.65
"335",2009-06-07,3363.71663999988,5.921,-2.886
"336",2009-06-08,3371.71655999991,6.031,-2.688
"337",2009-06-08,3387.69983999996,6.04,-2.647
"338",2009-06-09,3395.71655999991,6.046,-2.654
"339",2009-06-09,3411.71663999988,5.957,-3.168
"340",2009-06-10,3427.71647999994,6.242,-4.033
"341",2009-06-10,3435.71663999988,6.21,-4.045
"342",2009-06-11,3443.71655999991,7.788,-4.327
"343",2009-06-11,3451.71647999994,7.836,-4.43
"344",2009-06-11,3459.71663999988,7.866,-4.432
"345",2009-06-12,3467.71655999991,7.951,-4.276
"346",2009-06-13,3491.6999999999,8.046,-4.842
"347",2009-06-13,3507.69983999996,6.733,-7.329
"348",2009-06-14,3515.71655999991,10.368,-4.807
"349",2009-06-14,3523.71647999994,10.138,-5.228
"350",2009-06-14,3531.71663999988,10.266,-5.102
"351",2009-06-15,3539.6999999999,10.369,-4.806
"352",2009-06-15,3555.69983999996,10.371,-4.8
"353",2009-06-16,3563.6999999999,11.244,-5.23
"354",2009-06-16,3571.69991999993,9.682,-8.706
"355",2009-06-16,3579.7331999999,9.989,-7.924
"356",2009-06-17,3587.6999999999,9.634,-9.215
"357",2009-06-17,3595.71647999994,9.942,-9.249
"358",2009-06-17,3603.69983999996,10.791,-9.64
"359",2009-06-18,3611.71655999991,12.378,-6.857
"360",2009-06-18,3627.7331999999,11.22,-5.976
"361",2009-06-19,3635.6999999999,11.232,-5.528
"362",2009-06-19,3643.71647999994,11.473,-5.325
"363",2009-06-19,3651.71663999988,10.28,-4.352
"364",2009-06-20,3659.73336000001,9.763,-3.516
"365",2009-06-20,3667.73327999987,10.642,-6.337
"366",2009-06-20,3675.69983999996,10.622,-6.326
"367",2009-06-21,3683.6999999999,10.626,-6.335
"368",2009-06-21,3699.71663999988,10.619,-6.324
"369",2009-06-22,3707.6999999999,10.626,-6.326
"370",2009-06-22,3723.7331999999,9.405,-7.114
"371",2009-06-23,3731.71655999991,9.361,-7.086
"372",2009-06-23,3739.69991999993,7.782,-8.127
"373",2009-06-23,3747.71663999988,7.223,-8.096
"374",2009-06-24,3755.71655999991,8.646,-6.576
"375",2009-06-24,3763.71647999994,7.256,-8.051
"376",2009-06-24,3771.7331999999,6.456,-7.688
"377",2009-06-25,3779.71655999991,5.152,-0.745
"378",2009-06-25,3787.71647999994,9.167,-3.32
"379",2009-06-26,3803.73336000001,8.736,-2.965
"380",2009-06-26,3811.73327999987,8.818,-3.126
"381",2009-06-26,3819.7331999999,8.719,-2.965
"382",2009-06-27,3827.71655999991,8.746,-2.977
"383",2009-06-27,3843.7331999999,8.575,-2.571
"384",2009-06-28,3851.6999999999,8.737,-2.972
"385",2009-06-28,3859.71647999994,9.534,-5.37
"386",2009-06-28,3867.7331999999,9.621,-5.518
"387",2009-06-29,3875.71655999991,9.246,-5.457
"388",2009-06-29,3891.71663999988,9.045,-5.296
"389",2009-06-30,3899.71655999991,10.924,-5.158
"390",2009-06-30,3907.71647999994,9.739,-5.393
"391",2009-06-30,3915.71663999988,9.468,-4.3
"392",2009-07-01,3931.71647999994,4.981,-0.945
"393",2009-07-02,3947.73336000001,11.345,-5.627
"394",2009-07-02,3955.71647999994,8.486,-2.523
"395",2009-07-02,3963.69983999996,7.297,-1.97
"396",2009-07-03,3971.6999999999,0.664,-0.858
"397",2009-07-03,3979.69991999993,-1.323,-3.25
"398",2009-07-03,3987.71663999988,-0.181,-4.044
"399",2009-07-04,3995.6999999999,5.169,-0.593
"400",2009-07-04,4003.71647999994,8.833,-3.046
"401",2009-07-04,4011.69983999996,9.214,-3.821
"402",2009-07-05,4027.71647999994,9.43,-4.616
"403",2009-07-05,4035.69983999996,8.831,-3.262
"404",2009-07-06,4043.71655999991,1.752,-1.092
"405",2009-07-06,4051.73327999987,1.302,-2.592
"406",2009-07-06,4059.71663999988,4.43,-6.075
"407",2009-07-07,4067.73336000001,5.61,-7.622
"408",2009-07-07,4075.71647999994,4.928,-5.879
"409",2009-07-08,4099.71647999994,3.914,-6.156
"410",2009-07-09,4115.71655999991,4.651,-7.057
"411",2009-07-09,4123.73327999987,3.507,-6.082
"412",2009-07-09,4131.71663999988,1.868,-6.41
"413",2009-07-10,4139.71655999991,0.495,-6.936
"414",2009-07-10,4147.71647999994,1.703,-8.978
"415",2009-07-10,4155.71663999988,1.953,-9.726
"416",2009-07-11,4163.6999999999,1.919,-7.884
"417",2009-07-11,4171.73327999987,0.488,-5.154
"418",2009-07-11,4179.71663999988,2.813,-3.526
"419",2009-07-12,4203.71663999988,2.846,-3.514
"420",2009-07-13,4211.73336000001,2.808,-3.53
"421",2009-07-13,4227.71663999988,2.813,-3.512
"422",2009-07-14,4235.71655999991,2.937,-1.294
"423",2009-07-14,4251.7331999999,5.29,-1.147
"424",2009-07-15,4259.74991999986,5.365,-1.189
"425",2009-07-16,4283.6999999999,7.658,-2.175
"426",2009-07-16,4299.7331999999,8.724,-4.367
"427",2009-07-17,4307.6999999999,8.843,-4.344
"428",2009-07-17,4315.71647999994,8.809,-4.429
"429",2009-07-17,4323.75,9.057,-4.505
"430",2009-07-18,4331.6999999999,8.819,-4.323
"431",2009-07-18,4339.69991999993,8.483,-7.054
"432",2009-07-18,4347.7331999999,8.257,-7.678
"433",2009-07-19,4355.73336000001,8.968,-8.586
"434",2009-07-19,4371.71663999988,9.055,-6.579
"435",2009-07-20,4379.6999999999,8.99,-8.527
"436",2009-07-21,4403.74991999986,8.962,-8.599
"437",2009-07-21,4411.73327999987,9.726,-8.753
"438",2009-07-22,4427.71655999991,13.872,-10.06
"439",2009-07-22,4435.73327999987,11.882,-10.737
"440",2009-07-22,4443.71663999988,11.561,-9.972
"441",2009-07-23,4451.6999999999,11.366,-9.809
"442",2009-07-23,4459.73327999987,11.362,-10.135
"443",2009-07-23,4467.69983999996,11.499,-10.244
"444",2009-07-24,4475.71655999991,11.423,-10.209
"445",2009-07-24,4491.71663999988,11.835,-9.11
"446",2009-07-25,4499.74991999986,12.615,-7.058
"447",2009-07-25,4515.71663999988,10.429,-7.819
"448",2009-07-26,4523.73336000001,10.477,-7.817
"449",2009-07-26,4539.71663999988,9.952,-8.441
"450",2009-07-27,4547.71655999991,11.741,-6.624
"451",2009-07-27,4555.71647999994,11.047,-6.145
"452",2009-07-27,4563.69983999996,11.034,-6.052
"453",2009-07-28,4571.6999999999,11.22,-3.452
"454",2009-07-28,4579.71647999994,10.405,-5.249
"455",2009-07-28,4587.69983999996,10.391,-5.224
"456",2009-07-29,4595.6999999999,11.204,-3.433
"457",2009-07-29,4603.74983999989,9.475,-4.57
"458",2009-07-30,4627.71647999994,5.43,-0.422
"459",2009-07-30,4635.71663999988,5.421,-0.453
"460",2009-07-31,4643.71655999991,5.41,-0.356
"461",2009-07-31,4651.73327999987,5.48,-0.536
"462",2009-07-31,4659.71663999988,5.392,-0.364
"463",2009-08-01,4667.71655999991,5.403,-0.351
"464",2009-08-01,4675.71647999994,5.054,-0.95
"465",2009-08-01,4683.71663999988,5.05,-0.94
"466",2009-08-02,4691.6999999999,3.646,-1.781
"467",2009-08-02,4707.69983999996,2.4,-2.193
"468",2009-08-03,4715.6999999999,3.552,-1.631
"469",2009-08-03,4723.74983999989,5.366,-1.174
"470",2009-08-04,4739.71655999991,2.87,-3.555
"471",2009-08-04,4747.69991999993,5.667,-6.859
"472",2009-08-05,4763.6999999999,4.313,-5.466
"473",2009-08-05,4771.71647999994,4.335,-4.605
"474",2009-08-06,4787.73336000001,3.753,-4.959
"475",2009-08-06,4803.71663999988,4.318,-5.454
"476",2009-08-07,4811.74991999986,4.275,-5.432
"477",2009-08-07,4819.71647999994,3.88,-6.15
"478",2009-08-07,4827.71663999988,2.77,-3.822
"479",2009-08-08,4835.73336000001,2.42,-3.691
"480",2009-08-08,4851.75,2.421,-3.716
"481",2009-08-09,4859.73336000001,2.427,-3.699
"482",2009-08-09,4875.7331999999,0.472,-1.46
"483",2009-08-10,4883.6999999999,-0.366,-4.619
"484",2009-08-10,4891.73327999987,2.456,-4.298
"485",2009-08-10,4899.71663999988,3.954,-6.793
"486",2009-08-11,4907.6999999999,7.031,-8.534
"487",2009-08-11,4923.71663999988,11.377,-8.076
"488",2009-08-13,4955.73336000001,11.407,-8.144
"489",2009-08-14,4987.69991999993,5.163,-1.937
"490",2009-08-15,5003.6999999999,6.223,-1.175
"491",2009-08-15,5011.73327999987,6.206,-1.178
"492",2009-08-15,5019.69983999996,6.214,-1.163
"493",2009-08-16,5035.71647999994,6.011,-0.637
"494",2009-08-16,5043.69983999996,6.224,-1.156
"495",2009-08-17,5051.71655999991,6.22,-1.156
"496",2009-08-17,5059.71647999994,7.077,-0.708
"497",2009-08-17,5067.71663999988,6.216,-1.148
"498",2009-08-18,5075.71655999991,6.222,-1.169
"499",2009-08-18,5083.69991999993,6.221,-1.17
"500",2009-08-18,5091.71663999988,6.448,-1.025
"501",2009-08-19,5107.71647999994,6.98,-0.607
"502",2009-08-19,5115.7331999999,5.462,-1.276
"503",2009-08-20,5123.71655999991,6.223,-1.174
"504",2009-08-20,5139.69983999996,4.886,-1.741
"505",2009-08-21,5147.6999999999,6.237,-1.171
"506",2009-08-22,5171.71655999991,3.022,-0.887
"507",2009-08-22,5179.71647999994,-0.131,-1.706
"508",2009-08-23,5195.71655999991,1.324,-1.449
"509",2009-08-23,5211.7331999999,3.103,-2.637
"510",2009-08-24,5219.71655999991,5.767,-4.483
"511",2009-08-24,5235.69983999996,8.829,-6.117
"512",2009-08-25,5243.71655999991,8.771,-6.135
"513",2009-08-25,5251.73327999987,8.767,-6.141
"514",2009-08-25,5259.69983999996,8.762,-6.133
"515",2009-08-26,5283.71663999988,8.657,-6.611
"516",2009-08-27,5291.71655999991,9.853,-3.058
"517",2009-08-27,5299.71647999994,7.654,-1.792
"518",2009-08-27,5307.69983999996,6.656,-1.731
"519",2009-08-28,5315.6999999999,5.819,-1.943
"520",2009-08-28,5331.69983999996,4.288,-8.001
"521",2009-08-29,5339.6999999999,4.245,-7.921
"522",2009-08-29,5347.71647999994,4.256,-8.029
"523",2009-08-29,5355.71663999988,4.264,-7.959
"524",2009-08-30,5363.6999999999,4.244,-7.922
